"Country Name","Country Code","Indicator Name","Indicator Code","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Ecuador","ECU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.619999886,4.679999828,4.769999981,4.800000191,4.800000191,4.800000191,4.789999962,4.789999962,4.820000172,4.800000191,4.25,4.949999809,5.659999847,5,3.779999971,3.549999952,3.140000105,3.920000076,4.610000134,4.090000153,3.460000038,3.24000001,3.079999924,3.480000019,3.619999886,4.599999905,3.839999914,3.529999971,3.809999943,6.230000019
""Egypt"," Arab Rep.,EGY,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.38000011",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Euro area","EMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.287940591,8.897182643,10.6768817,11.75699216,11.43656567,11.66634095,11.66060335,11.20025348,10.44038087,9.425973175,8.347991311,8.61464449,8.959623307,9.246655094,9.020674291,8.312908252,7.436473706,7.484285528,9.538053057,10.07055813,10.11013031,11.29050741,11.92764178,11.60362193,10.83792724,10.0248105,9.063209195,8.180120675,7.555210028,8.199899397
"Eritrea","ERI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.650000095,6.71999979,6.829999924,6.869999886,6.869999886,6.869999886,6.860000134,6.860000134,6.900000095,6.869999886,6.849999905,6.889999866,6.889999866,6.840000153,6.760000229,6.619999886,6.5,6.440000057,6.71999979,6.760000229,6.760000229,6.769999981,6.78000021,6.710000038,6.659999847,6.599999905,6.5,6.409999847,6.340000153,7.440000057
"Spain","ESP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",15.93000031,17.70000076,22.15999985,24.20999908,22.68000031,22.13999939,20.70000076,18.67000008,15.47999954,13.78999996,10.35000038,11.14999962,11.27999973,11.09000015,9.149999619,8.449999809,8.229999542,11.25,17.86000061,19.86000061,21.38999939,24.79000092,26.09000015,24.44000053,22.05999947,19.63999939,17.21999931,15.26000023,14.10000038,15.67000008
"Estonia","EST","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",1.470000029,3.680000067,6.539999962,7.559999943,9.659999847,9.920000076,10.36999989,9.510000229,11.56999969,13.35999966,13.13000011,10.02999973,11.28999996,10.25,8.029999733,5.920000076,4.590000153,5.460000038,13.55000019,16.70999908,12.32999992,10.02000046,8.630000114,7.349999905,6.190000057,6.760000229,5.760000229,5.369999886,4.449999809,6.460000038
"Ethiopia","ETH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.960000038,3.00999999,3.079999924,3.099999905,3.210000038,3.329999924,3.440000057,3.559999943,3.710000038,3.49000001,3.279999971,3.109999895,2.920000076,2.710000038,2.5,2.390000105,2.289999962,2.24000001,2.349999905,2.339999914,2.299999952,2.279999971,2.25,2.220000029,2.200000048,2.170000076,2.119999886,2.069999933,2.039999962,2.789999962
"European Union","EUU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.679989411,9.209858236,10.75516055,11.50868448,11.1024908,11.11341067,10.86986486,10.44831072,10.18023246,9.824929484,9.195806943,9.541742212,9.647262964,9.882398557,9.570432584,8.625862,7.448928485,7.204563608,9.124110764,9.800563379,9.83868943,10.80846106,11.32879871,10.84778756,10.02450606,9.121549253,8.140009988,7.267054612,6.700934807,7.372460432
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.017936103,4.993318165,5.033375162,5.186531759,5.320623192,5.451921148,5.452971334,5.466552439,5.703292197,5.740493491,5.807225166,6.038102708,6.075851541,5.993613749,5.754849638,5.571736451,5.467937048,5.439256381,5.432243369,5.618092732,5.672694838,5.744295315,5.853012999,6.066519406,6.046583795,6.662929031,7.023252126,6.913507517,6.881280537,7.507809314
"Finland","FIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.5,11.60000038,16.20000076,16.43000031,17.01000023,15.56999969,14.97000027,13.21000004,11.68999958,11.13000011,10.28999996,10.42000008,10.47000027,10.35999966,8.380000114,7.71999979,6.849999905,6.369999886,8.25,8.390000343,7.78000021,7.690000057,8.18999958,8.659999847,9.380000114,8.819999695,8.640000343,7.360000134,6.699999809,7.829999924
"Fiji","FJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",3.809999943,3.859999895,3.940000057,3.960000038,3.960000038,3.960000038,3.950000048,3.950000048,3.980000019,3.960000038,3.950000048,3.980000019,3.970000029,3.940000057,3.890000105,3.869999886,3.869999886,3.910000086,4.199999809,4.320000172,4.409999847,4.420000076,4.440000057,4.389999866,4.360000134,4.320000172,4.239999771,4.159999847,4.110000134,4.789999962
"France","FRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",9.130000114,10.21000004,11.31999969,12.59000015,11.84000015,12.36999989,12.56999969,12.07999992,11.97999954,10.22000027,8.609999657,8.699999809,8.31000042,8.909999847,8.489999771,8.449999809,7.659999847,7.059999943,8.739999771,8.869999886,8.81000042,9.399999619,9.920000076,10.28999996,10.35000038,10.03999996,9.409999847,9.020000458,8.43999958,8.619999886
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
""Micronesia"," Fed. Sts.,FSM,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,,,,,,,,,,",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Gabon","GAB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",17.51000023,17.61000061,17.78000069,17.77000046,17.70000076,17.63999939,17.55999947,17.48999977,17.48999977,17.38999939,17.29000092,17.29000092,17.21999931,17.07999992,16.90999985,17.37000084,17.84000015,18.44000053,19.59000015,20.38999939,20.37999916,20.39999962,20.40999985,20.29999924,20.21999931,20.11000061,19.93000031,19.77000046,19.63999939,20.46999931
"United Kingdom","GBR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.550000191,9.779999733,10.35000038,9.649999619,8.68999958,8.18999958,7.070000172,6.199999809,6.039999962,5.559999943,4.699999809,5.039999962,4.809999943,4.590000153,4.75,5.349999905,5.260000229,5.619999886,7.539999962,7.789999962,8.039999962,7.889999866,7.519999981,6.110000134,5.300000191,4.809999943,4.329999924,4,3.74000001,4.340000153
"Georgia","GEO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.700000048,5.400000095,5.400000095,8.399999619,7.599999905,11.5,11.5,14.52999973,13.80000019,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.70999908,20.20000076,19.62999916,19.64999962,19.42000008,17.44000053,16.51000023,16.60000038,13.93999958,12.67000008,11.56999969,12.05000019
"Ghana","GHA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.659999847,4.699999809,5.28000021,5.840000153,6.389999866,6.96999979,7.570000172,8.199999809,10.10000038,10.35999966,9.260000229,8.300000191,7.340000153,6.400000095,5.5,4.639999866,4.690000057,4.789999962,5.139999866,5.320000172,5.619999886,5.929999828,6.260000229,6.519999981,6.809999943,5.449999809,4.21999979,4.159999847,4.119999886,4.53000021
"Gibraltar","GIB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Guinea","GIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.369999886,4.420000076,4.5,4.53000021,4.53000021,4.53000021,4.519999981,4.519999981,4.550000191,4.53000021,4.519999981,4.550000191,4.550000191,4.510000229,4.449999809,4.349999905,4.25,4.210000038,4.420000076,4.449999809,4.449999809,4.449999809,4.460000038,4.409999847,4.380000114,4.329999924,4.260000229,4.190000057,4.139999866,4.349999905
""Gambia"," The,GMB,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.28999996",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",3.00999999,3.049999952,3.130000114,3.160000086,3.150000095,3.160000086,3.150000095,3.150000095,3.180000067,3.160000086,3.140000105,3.170000076,3.170000076,3.130000114,3.079999924,2.980000019,2.900000095,2.859999895,3.049999952,3.079999924,3.079999924,3.079999924,3.089999914,3.039999962,3.00999999,2.970000029,2.900000095,2.839999914,2.789999962,3.160000086
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.300000191,8.380000114,8.5,8.539999962,8.539999962,8.539999962,8.529999733,8.529999733,8.569999695,8.539999962,8.520000458,8.569999695,8.56000042,8.510000229,8.420000076,8.260000229,8.119999886,8.06000042,8.369999886,8.420000076,8.420000076,8.430000305,8.43999958,8.359999657,8.31000042,8.239999771,8.130000114,8.029999733,7.949999809,9.149999619
"Greece","GRC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",7.659999847,7.840000153,8.609999657,8.859999657,9.06000042,9.659999847,9.579999924,10.84000015,11.85000038,11.25,10.46000004,9.979999542,9.409999847,10.31000042,9.989999771,9.010000229,8.399999619,7.760000229,9.619999886,12.71000004,17.87000084,24.44000053,27.46999931,26.48999977,24.89999962,23.54000092,21.48999977,19.29000092,17.30999947,16.85000038
"Grenada","GRD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Greenland","GRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Guatemala","GTM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.670000076,2.710000038,2.769999981,2.799999952,2.789999962,2.789999962,2.789999962,2.789999962,2.809999943,2.799999952,2.779999971,2.809999943,2.809999943,2.970000029,3.019999981,3.019999981,3.029999971,3.079999924,3.359999895,3.5,3.119999886,2.769999981,3.019999981,2.720000029,2.50999999,2.579999924,2.460000038,2.410000086,2.359999895,4.650000095
"Guam","GUM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",3.50999999,3.839999914,5.53000021,7.599999905,7.900000095,8.279999733,9.670000076,7.739999771,13.94999981,15.31999969,13.21000004,11.39000034,9.43999958,7.699999809,7,7.400000095,8.300000191,8.949999809,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.489999771,5.590000153,5.650000095,7.510000229
"Guyana","GUY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",11.81999969,11.89999962,12.01000023,12.02000046,11.98999977,11.96000004,11.92000008,11.89000034,11.90999985,11.84000015,11.78999996,11.81000042,11.60999966,11.34000015,11.06000042,10.69999981,10.84000015,11.05000019,11.68999958,12.05000019,12.35000038,12.67000008,12.98999977,13.21000004,13.46000004,13.68999958,13.85000038,14.02000046,13.90999985,15.81999969
"High income","HIC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.788221462,7.314064014,7.830801965,7.834111732,7.426684945,7.397955488,7.113110459,7.035046913,6.905034839,6.528854398,6.502960527,7.025608461,7.142987927,6.982347148,6.678311104,6.146037712,5.622108751,5.870262582,7.947217318,8.1984762,7.870640058,7.901431727,7.816363906,7.220798632,6.617739468,6.142307618,5.585437594,5.071681105,4.789044781,6.791423433
""Hong Kong SAR"," China,HKG,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.79999995",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Honduras","HND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.579999924,3.059999943,3.150000095,3.210000038,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,3.920000076,4,4.019999981,5.300000191,5.989999771,4.909999847,3.579999924,3.210000038,3.160000086,3.289999962,4.119999886,4.480000019,3.75,5.650000095,7.079999924,6.150000095,6.730000019,5.53000021,5.650000095,5.570000172,9.390000343
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.90103628,4.946978574,5.044873071,5.041929373,5.026776512,5.055961038,5.03086414,5.05636718,5.218192407,5.232337015,5.182846979,5.197733975,5.212151522,5.103850078,4.983883542,4.837292201,4.707769598,4.621369166,4.812986328,5.030021914,4.98532351,4.879617182,4.74336423,4.660541396,4.692840964,4.612463892,4.508745317,4.463428926,4.414010094,4.935379758
"Croatia","HRV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",11.14000034,10.80000019,10.43000031,10.15999985,9.920000076,9.680000305,9.710000038,11.39000034,13.56000042,16.05999947,15.81999969,15.05000019,13.92000008,13.65999985,12.60000038,11.13000011,9.909999847,8.529999733,9.199999809,11.61999989,13.68000031,15.93999958,17.25,17.29000092,16.18000031,13.10000038,11.21000004,8.430000305,6.619999886,7.199999809
"Haiti","HTI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",7.019999981,7.070000172,7.150000095,7.179999828,7.179999828,7.179999828,7.170000076,7.170000076,7.199999809,8.220000267,9.31000042,10.53999996,11.80000019,13.06000042,14.32999992,15.53999996,16.79999924,16.05999947,15.89999962,15.34000015,14.69999981,14.10000038,14.11999989,14.02000046,13.94999981,13.85999966,13.72000027,13.57999992,13.47999954,14.5
"Hungary","HUN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",9.949999809,9.93999958,12.10000038,10.85000038,10.17000008,10.02000046,8.989999771,8.930000305,6.929999828,6.559999943,5.670000076,5.610000134,5.789999962,5.829999924,7.190000057,7.489999771,7.409999847,7.820000172,10.02999973,11.17000008,11.02999973,11,10.18000031,7.730000019,6.809999943,5.119999886,4.159999847,3.710000038,3.420000076,4.349999905
"IBRD only","IBD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.554655754,4.579189682,4.841933801,5.226595823,5.534802464,5.612060155,5.692331611,5.918479923,6.170271271,6.071372637,6.199566449,6.424159669,6.52025775,6.334126708,6.25145497,5.955070349,5.720384912,5.648043884,6.001466533,5.813405442,5.696394109,5.662749432,5.644852439,5.616506541,5.737886687,5.84285461,5.785701693,5.655363728,5.749510788,6.746118687
"IDA & IBRD total","IBT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",4.399743865,4.431105179,4.675917345,5.009410777,5.270236387,5.353374541,5.421859933,5.624361951,5.845748169,5.761249674,5.863002732,6.051526784,6.125061378,5.950257827,5.860192684,5.578321881,5.369073228,5.310004768,5.62747277,5.464166733,5.372272363,5.360536223,5.367675041,5.324643648,5.453342243,5.585241966,5.56040268,5.446318882,5.505676999,6.41486247
"IDA total","IDA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",3.619517407,3.691844915,3.855538647,3.947012846,3.989663225,4.115112287,4.143567655,4.251409247,4.347078151,4.345499277,4.346785714,4.391432671,4.384249158,4.275478859,4.170227177,3.973003505,3.891004497,3.909567113,4.102371291,4.066726159,4.09608932,4.183296551,4.301610748,4.21995177,4.396604522,4.644670754,4.757014132,4.716977197,4.671389108,5.305917863
"IDA blend","IDB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.87480479,2.988940643,3.215150038,3.427704094,3.51729708,3.776995627,3.799629315,3.958996712,3.927883677,3.772857714,3.648092608,3.523696219,3.365810328,3.189869847,3.043362237,2.86505808,2.646886367,2.635041319,2.785957295,2.862229043,2.869479165,3.134125462,3.568901608,3.410873792,3.976408963,4.871656625,5.381285577,5.450357259,5.437643508,5.956378065
"Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.619999886,2.730000019,2.779999971,4.369999886,4.610000134,4.860000134,4.679999828,5.78000021,6.360000134,6.079999924,6.079999924,6.599999905,6.659999847,7.300000191,7.949999809,7.550000191,8.06000042,7.210000038,6.110000134,5.610000134,5.150000095,4.46999979,4.340000153,4.050000191,4.510000229,4.300000191,3.880000114,4.400000095,3.619999886,4.110000134
"IDA only","IDX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",3.947001645,4.000565488,4.135479242,4.174280304,4.194583361,4.262378589,4.294104425,4.379354351,4.530805005,4.597313644,4.653086743,4.770935328,4.830685203,4.752463309,4.663451326,4.458891114,4.439554376,4.47357527,4.689068077,4.60675458,4.649328764,4.654102763,4.628143188,4.580450889,4.58479855,4.543451558,4.479080646,4.390087524,4.328173127,5.016251259
"Isle of Man","IMN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"India","IND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",5.550000191,5.610000134,5.71999979,5.75,5.75,5.75,5.739999771,5.739999771,5.78000021,5.75,5.730000019,5.769999981,5.769999981,5.71999979,5.650000095,5.519999981,5.409999847,5.360000134,5.610000134,5.650000095,5.650000095,5.659999847,5.670000076,5.599999905,5.559999943,5.510000229,5.409999847,5.329999924,5.269999981,7.110000134
"Not classified","INX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Ireland","IRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",15.77999973,15.02999973,15.59000015,14.56999969,11.97999954,11.72000027,10.19999981,7.699999809,5.800000191,4.320000172,3.680000067,4.21999979,4.480000019,4.489999771,4.340000153,4.420000076,4.980000019,6.769999981,12.60999966,14.52999973,15.35000038,15.44999981,13.73999977,11.85999966,9.909999847,8.369999886,6.710000038,5.739999771,4.949999809,5.920000076
""Iran"," Islamic Rep.,IRN,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.1000003",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Iraq","IRQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.81000042,8.880000114,9,9.039999962,9.039999962,9.039999962,9.029999733,9.029999733,9.069999695,9.039999962,9.020000458,9.069999695,9.06000042,9.010000229,8.930000305,8.779999733,8.649999619,8.399999619,8.489999771,8.340000153,8.149999619,7.96999979,9.270000458,10.59000015,10.72000027,10.81999969,13.02000046,12.86999989,12.76000023,13.73999977
"Iceland","ISL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.549999952,4.309999943,5.260000229,5.329999924,5.199999809,3.599999905,3.720000029,3.069999933,2.180000067,1.940000057,1.870000005,2.99000001,4,4.03000021,2.549999952,2.829999924,2.25,2.950000048,7.21999979,7.559999943,7.03000021,6,5.380000114,4.900000095,3.980000019,2.980000019,2.74000001,2.700000048,3.50999999,5.010000229
"Israel","ISR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",13.39000034,14.07999992,12.73999977,9.930000305,8.779999733,8.460000038,9.75,10.75,11.18000031,11.10000038,11.81000042,12.89000034,13.51000023,13.02999973,11.34000015,10.71000004,9.380000114,7.699999809,9.529999733,8.479999542,7.139999866,6.860000134,6.210000038,5.889999866,5.25,4.800000191,4.21999979,4,3.799999952,4.610000134
"Italy","ITA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",10.10000038,9.329999924,10.23999977,11.09000015,11.67000008,11.86999989,12,12.11999989,11.68999958,10.84000015,9.600000381,9.210000038,8.869999886,7.869999886,7.730000019,6.78000021,6.079999924,6.71999979,7.75,8.359999657,8.359999657,10.65999985,12.14999962,12.68000031,11.89999962,11.68999958,11.21000004,10.60999966,9.949999809,9.31000042
"Jamaica","JAM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",15.73999977,15.75,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.53999996,14.93000031,14.18999958,11.73999977,11.43999958,11.26000023,10.32999992,9.75,10.32999992,11.35999966,12.36999989,12.69999981,13.93000031,15.25,13.73999977,13.51000023,13.18999958,11.63000011,9.100000381,7.71999979,8.399999619
"Jordan","JOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",19.36000061,19.48999977,19.70000076,17.09000015,14.60000038,13.69999981,13.68999958,13.68999958,13.73999977,13.69999981,14.69999981,15.30000019,14.5,14.67000008,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07999992,15.27999973,15.77999973,16.29000092,16.85000038,18.5
"Japan","JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.699999809,5,5.400000095,5.300000191,4.699999809,4.400000095,4.099999905,3.900000095,4,5.099999905,5.099999905,4.519999981,4.300000191,4,3.599999905,3.400000095,3.099999905,2.799999952,2.400000095,2.400000095,2.970000029
"Kazakhstan","KAZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",0.899999976,1,1.110000014,7.539999962,10.97999954,12.96000004,13.01000023,13.13000011,13.46000004,12.75,10.43000031,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,4.849999905,4.800000191,6.050000191
"Kenya","KEN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.789999962,2.829999924,2.900000095,2.930000067,2.920000076,2.930000067,2.920000076,2.920000076,2.950000048,2.930000067,2.910000086,2.940000057,2.940000057,2.910000086,2.859999895,2.769999981,2.690000057,2.660000086,2.829999924,2.859999895,2.859999895,2.859999895,2.869999886,2.819999933,2.799999952,2.75999999,2.690000057,2.640000105,2.599999905,2.980000019
"Kyrgyz Republic","KGZ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",1,1.100000024,3.400000095,4.699999809,5.599999905,7.300000191,7.5,8.899999619,8.399999619,7.539999962,7.840000153,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.100000381,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,8.329999924,8.050000191,7.559999943,7.210000038,6.889999866,6.789999962,6.71999979,7.889999866
"Cambodia","KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",0.769999981,0.790000021,0.829999983,0.839999974,0.839999974,0.839999974,0.889999986,0.949999988,1.019999981,1.070000052,1.120000005,1.210000038,1.269999981,1.309999943,1.320000052,1.289999962,1.25999999,0.829999983,0.579999983,0.769999981,0.579999983,0.50999999,0.439999998,0.689999998,0.389999986,0.720000029,0.140000001,0.129999995,0.129999995,0.310000002
"Kiribati","KIR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"St. Kitts and Nevis","KNA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
""Korea"," Rep.,KOR,Unemployment"," total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.41000008",,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"Kuwait","KWT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",0.810000002,0.810000002,0.800000012,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,1.49000001,1.299999952,1.5,1.75,1.639999986,1.820000052,2.069999933,2.299999952,2.559999943,2.900000095,2.200000048,2.160000086,2.25,2.339999914,2.410000086,6.789999962
"Latin America & Caribbean (excluding high income)","LAC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",6.111744973,6.064550097,6.098651488,6.61371842,7.859334457,8.075896768,7.950811733,8.359032483,9.159428142,9.140453105,8.67747499,9.027549187,8.868968706,8.328904429,7.86757695,7.18814036,6.803113837,6.390159576,7.354522317,6.872713024,6.427847707,6.36898267,6.334520146,6.138428947,6.697910887,7.859289814,8.146943688,8.008557922,8.029251635,10.22615262
"Lao PDR","LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.450000048,2.49000001,2.579999924,2.599999905,2.599999905,2.460000038,2.319999933,2.190000057,2.089999914,1.950000048,1.820000052,1.730000019,1.620000005,1.49000001,1.350000024,1.149999976,0.99000001,0.850000024,0.810000002,0.709999979,0.709999979,0.709999979,0.709999979,0.699999988,0.689999998,0.670000017,0.649999976,0.639999986,0.620000005,0.949999988
"Lebanon","LBN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",8.399999619,8.470000267,8.590000153,8.630000114,8.630000114,8.630000114,8.619999886,8.510000229,8.449999809,8.31000042,8.180000305,8.119999886,8.010000229,7.849999905,8.270000458,8.619999886,8.979999542,7.449999809,6.360000134,6.400000095,6.389999866,6.400000095,6.409999847,6.349999905,6.309999943,6.260000229,6.179999828,6.099999905,6.039999962,6.610000134
"Liberia","LBR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS",2.210000038,2.24000001,2.299999952,2.319999933,2.319999933,2.319999933,2.309999943,2.309999943,2.339999914,2.319999933,2.309999943,2.329999924,2.329999924,2.299999952,2.269999981,2.190000057,2.130000114,2.109999895,2.24000001,2.269999981,2.24000001,2.210000038,2.190000057,2.130000114,2.079999924,3.079999924,3,2.940000057,2.890000105,3.299999952
